0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_001_mic1.wav|Please call Stella.|2.052
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_002_mic1.wav|Ask her to bring these things with her from the store.|3.939
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_003_mic1.wav|Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.|7.588
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_004_mic1.wav|We also need a small plastic snake and a big toy frog for the kids.|4.411
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_005_mic1.wav|She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.|6.323
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_006_mic1.wav|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.|7.183
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_007_mic1.wav|The rainbow is a division of white light into many beautiful colors.|5.623
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_008_mic1.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.|7.648
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_009_mic1.wav|There is , according to legend, a boiling pot of gold at one end.|5.284
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_010_mic1.wav|People look, but no one ever finds it.|3.226
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_011_mic1.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.|6.821
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_012_mic1.wav|Throughout the centuries people have explained the rainbow in various ways.|6.706
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_013_mic1.wav|Some have accepted it as a miracle without physical explanation.|4.719
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_014_mic1.wav|To the Hebrews it was a token that there would be no more universal floods.|5.444
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_016_mic1.wav|The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.|6.735
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_017_mic1.wav|Others have tried to explain the phenomenon physically.|4.242
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_018_mic1.wav|Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.|5.501
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_019_mic1.wav|Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.|7.171
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_020_mic1.wav|Many complicated ideas about the rainbow have been formed.|6.034
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_021_mic1.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.|9.033
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_022_mic1.wav|The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.|7.015
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_023_mic1.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.|12.155
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_024_mic1.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.|7.363
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_025_mic1.wav|Why do you want to come to Edinburgh?|2.920
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_026_mic1.wav|How are you, sir?|1.957
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_027_mic1.wav|So is that it, then?|2.632
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_028_mic1.wav|Do I have a favourite?|2.132
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_029_mic1.wav|What do we do?|1.796
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_030_mic1.wav|People come into the Borders for the beauty of the background.|4.176
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_033_mic1.wav|It's really no great surprise, because the price difference is so much.|5.307
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_035_mic1.wav|A hostile bid is prevented for another nine months.|4.334
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_036_mic1.wav|It was a close call.|3.630
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_037_mic1.wav|In fact, they are the future of investment.|3.884
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_038_mic1.wav|Diving is no part of football.|3.165
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_039_mic1.wav|However, the decision has been welcomed by Scottish Enterprise officials.|4.941
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_040_mic1.wav|You'd better believe it.|2.161
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_044_mic1.wav|It was served by sheriff officers, not by the council.|6.874
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_045_mic1.wav|People were determined to change the Government in the last election.|4.525
0|/userHome/userhome2/dahyun/MultiSpeech/VCTK_psv/train/VCTK_train/p225/p225_046_mic1.wav|No details of the talks were given.|3.160
